,item_code,planned_qty,receipt_date,release_date,lead_time,order_type,urgency_status
2646,CPK-117,48,2023-01-10,2023-01-07,3,Production Order,
2647,CPK-117,52,2023-01-15,2023-01-12,3,Production Order,
2648,CPK-117,64,2023-01-23,2023-01-20,3,Production Order,
2649,CPK-117,52,2023-01-25,2023-01-22,3,Production Order,
2650,CPK-117,28,2023-01-28,2023-01-25,3,Production Order,
2651,CPK-117,128,2023-02-01,2023-01-29,3,Production Order,
2652,CPK-117,56,2023-02-07,2023-02-04,3,Production Order,
2653,CPK-117,44,2023-02-08,2023-02-05,3,Production Order,
2654,CPK-117,64,2023-02-14,2023-02-11,3,Production Order,
2655,CPK-117,52,2023-02-19,2023-02-16,3,Production Order,
2656,CPK-117,64,2023-02-20,2023-02-17,3,Production Order,
2657,CPK-117,48,2023-02-22,2023-02-19,3,Production Order,
2658,CPK-117,52,2023-02-26,2023-02-23,3,Production Order,
2659,CPK-117,48,2023-02-27,2023-02-24,3,Production Order,
2660,CPK-117,40,2023-02-28,2023-02-25,3,Production Order,
2661,CPK-117,84,2023-03-04,2023-03-01,3,Production Order,
2662,CPK-117,60,2023-03-05,2023-03-02,3,Production Order,
2663,CPK-117,52,2023-03-13,2023-03-10,3,Production Order,
2664,CPK-117,52,2023-03-15,2023-03-12,3,Production Order,
2665,CPK-117,48,2023-03-16,2023-03-13,3,Production Order,
2666,CPK-117,52,2023-03-18,2023-03-15,3,Production Order,
2667,CPK-117,48,2023-03-23,2023-03-20,3,Production Order,
2668,CPK-117,52,2023-03-24,2023-03-21,3,Production Order,
2669,CPK-117,48,2023-03-25,2023-03-22,3,Production Order,
2670,CPK-117,56,2023-03-30,2023-03-27,3,Production Order,
2671,CPK-117,44,2023-03-31,2023-03-28,3,Production Order,
2672,CPK-117,48,2023-04-01,2023-03-29,3,Production Order,
2673,CPK-117,172,2023-04-03,2023-03-31,3,Production Order,
2674,CPK-117,32,2023-04-06,2023-04-03,3,Production Order,
2675,CPK-117,48,2023-04-08,2023-04-05,3,Production Order,
2676,CPK-117,52,2023-04-16,2023-04-13,3,Production Order,
2677,CPK-117,56,2023-04-17,2023-04-14,3,Production Order,
2678,CPK-117,44,2023-04-20,2023-04-17,3,Production Order,
2679,CPK-117,48,2023-04-22,2023-04-19,3,Production Order,
2680,RHB-932,75,2022-12-29,2022-11-29,30,Production Order,urgent
2681,RHB-932,180,2022-12-30,2022-11-30,30,Production Order,urgent
2682,RHB-932,115,2022-12-31,2022-12-01,30,Production Order,urgent
2683,RHB-932,30,2023-01-01,2022-12-02,30,Production Order,urgent
2684,RHB-932,35,2023-01-02,2022-12-03,30,Production Order,urgent
2685,RHB-932,80,2023-01-03,2022-12-04,30,Production Order,urgent
2686,RHB-932,110,2023-01-04,2022-12-05,30,Production Order,urgent
2687,RHB-932,60,2023-01-05,2022-12-06,30,Production Order,urgent
2688,RHB-932,110,2023-01-06,2022-12-07,30,Production Order,urgent
2689,RHB-932,75,2023-01-07,2022-12-08,30,Production Order,urgent
2690,RHB-932,55,2023-01-08,2022-12-09,30,Production Order,urgent
2691,RHB-932,100,2023-01-09,2022-12-10,30,Production Order,urgent
2692,RHB-932,55,2023-01-10,2022-12-11,30,Production Order,urgent
2693,RHB-932,50,2023-01-11,2022-12-12,30,Production Order,urgent
2694,RHB-932,60,2023-01-12,2022-12-13,30,Production Order,urgent
2695,RHB-932,45,2023-01-13,2022-12-14,30,Production Order,urgent
2696,RHB-932,30,2023-01-16,2022-12-17,30,Production Order,urgent
2697,RHB-932,40,2023-01-17,2022-12-18,30,Production Order,urgent
2698,RHB-932,50,2023-01-18,2022-12-19,30,Production Order,urgent
2699,RHB-932,40,2023-01-20,2022-12-21,30,Production Order,urgent
2700,RHB-932,50,2023-01-22,2022-12-23,30,Production Order,urgent
2701,RHB-932,75,2023-01-24,2022-12-25,30,Production Order,urgent
2702,RHB-932,105,2023-01-25,2022-12-26,30,Production Order,urgent
2703,RHB-932,50,2023-01-27,2022-12-28,30,Production Order,urgent
2704,RHB-932,125,2023-01-28,2022-12-29,30,Production Order,urgent
2705,RHB-932,60,2023-01-29,2022-12-30,30,Production Order,urgent
2706,RHB-932,50,2023-01-31,2023-01-01,30,Production Order,urgent
2707,RHB-932,100,2023-02-01,2023-01-02,30,Production Order,
2708,RHB-932,50,2023-02-02,2023-01-03,30,Production Order,
2709,RHB-932,60,2023-02-03,2023-01-04,30,Production Order,
2710,RHB-932,50,2023-02-04,2023-01-05,30,Production Order,
2711,RHB-932,70,2023-02-06,2023-01-07,30,Production Order,
2712,RHB-932,50,2023-02-08,2023-01-09,30,Production Order,
2713,RHB-932,105,2023-02-11,2023-01-12,30,Production Order,
2714,RHB-932,50,2023-02-12,2023-01-13,30,Production Order,
2715,RHB-932,45,2023-02-13,2023-01-14,30,Production Order,
2716,RHB-932,100,2023-02-17,2023-01-18,30,Production Order,
2717,RHB-932,50,2023-02-20,2023-01-21,30,Production Order,
2718,RHB-932,115,2023-02-22,2023-01-23,30,Production Order,
2719,RHB-932,125,2023-02-23,2023-01-24,30,Production Order,
2720,RHB-932,35,2023-02-24,2023-01-25,30,Production Order,
2721,RHB-932,120,2023-02-25,2023-01-26,30,Production Order,
2722,RHB-932,50,2023-02-26,2023-01-27,30,Production Order,
2723,RHB-932,105,2023-02-28,2023-01-29,30,Production Order,
2724,RHB-932,50,2023-03-01,2023-01-30,30,Production Order,
2725,RHB-932,135,2023-03-02,2023-01-31,30,Production Order,
2726,RHB-932,55,2023-03-03,2023-02-01,30,Production Order,
2727,RHB-932,110,2023-03-06,2023-02-04,30,Production Order,
2728,RHB-932,80,2023-03-07,2023-02-05,30,Production Order,
2729,RHB-932,100,2023-03-11,2023-02-09,30,Production Order,
2730,RHB-932,35,2023-03-13,2023-02-11,30,Production Order,
2731,RHB-932,55,2023-03-14,2023-02-12,30,Production Order,
2732,RHB-932,50,2023-03-18,2023-02-16,30,Production Order,
2733,RHB-932,50,2023-03-20,2023-02-18,30,Production Order,
2734,RHB-932,100,2023-03-22,2023-02-20,30,Production Order,
2735,RHB-932,55,2023-03-23,2023-02-21,30,Production Order,
2736,RHB-932,55,2023-03-24,2023-02-22,30,Production Order,
2737,RHB-932,50,2023-03-25,2023-02-23,30,Production Order,
2738,RHB-932,50,2023-03-26,2023-02-24,30,Production Order,
2739,RHB-932,40,2023-03-27,2023-02-25,30,Production Order,
2740,RHB-932,95,2023-03-30,2023-02-28,30,Production Order,
2741,RHB-932,45,2023-04-01,2023-03-02,30,Production Order,
2742,RHB-932,55,2023-04-02,2023-03-03,30,Production Order,
2743,RHB-932,100,2023-04-03,2023-03-04,30,Production Order,
2744,RHB-932,115,2023-04-04,2023-03-05,30,Production Order,
2745,RHB-932,50,2023-04-05,2023-03-06,30,Production Order,
2746,RHB-932,65,2023-04-11,2023-03-12,30,Production Order,
2747,RHB-932,50,2023-04-13,2023-03-14,30,Production Order,
2748,RHB-932,225,2023-04-14,2023-03-15,30,Production Order,
2749,RHB-932,75,2023-04-16,2023-03-17,30,Production Order,
2750,RHB-932,50,2023-04-17,2023-03-18,30,Production Order,
2751,RHB-932,100,2023-04-19,2023-03-20,30,Production Order,
2752,RHB-932,40,2023-04-20,2023-03-21,30,Production Order,
2753,RHB-932,115,2023-04-21,2023-03-22,30,Production Order,
2754,RHB-932,105,2023-04-22,2023-03-23,30,Production Order,
2755,RHB-932,45,2023-04-23,2023-03-24,30,Production Order,
2756,RHB-932,120,2023-04-24,2023-03-25,30,Production Order,
2757,RHB-932,60,2023-04-25,2023-03-26,30,Production Order,
2758,RHB-932,40,2023-04-27,2023-03-28,30,Production Order,
2759,CPK-107,84,2022-12-27,2022-12-24,3,Production Order,urgent
2760,CPK-107,48,2023-01-10,2023-01-07,3,Production Order,
2761,ALB-758,33,2022-12-23,2022-12-13,10,Production Order,urgent
2762,ALB-758,22,2022-12-24,2022-12-14,10,Production Order,urgent
2763,ALB-758,20,2022-12-25,2022-12-15,10,Production Order,urgent
2764,ALB-758,45,2022-12-26,2022-12-16,10,Production Order,urgent
2765,ALB-758,12,2022-12-27,2022-12-17,10,Production Order,urgent
2766,ALB-758,12,2022-12-30,2022-12-20,10,Production Order,urgent
2767,ALB-758,26,2022-12-31,2022-12-21,10,Production Order,urgent
2768,ALB-758,12,2023-01-02,2022-12-23,10,Production Order,urgent
2769,ALB-758,13,2023-01-04,2022-12-25,10,Production Order,urgent
2770,ALB-758,15,2023-01-05,2022-12-26,10,Production Order,urgent
2771,ALB-758,12,2023-01-06,2022-12-27,10,Production Order,urgent
2772,ALB-758,12,2023-01-07,2022-12-28,10,Production Order,urgent
2773,ALB-758,12,2023-01-14,2023-01-04,10,Production Order,
2774,ALB-758,12,2023-01-18,2023-01-08,10,Production Order,
2775,ALB-758,25,2023-01-21,2023-01-11,10,Production Order,
2776,ALB-758,12,2023-01-23,2023-01-13,10,Production Order,
2777,ALB-758,12,2023-01-24,2023-01-14,10,Production Order,
2778,ALB-758,12,2023-01-27,2023-01-17,10,Production Order,
2779,ALB-758,12,2023-01-28,2023-01-18,10,Production Order,
2780,ALB-758,12,2023-01-31,2023-01-21,10,Production Order,
2781,ALB-758,10,2023-02-02,2023-01-23,10,Production Order,
2782,ALB-758,11,2023-02-04,2023-01-25,10,Production Order,
2783,ALB-758,12,2023-02-07,2023-01-28,10,Production Order,
2784,ALB-758,13,2023-02-08,2023-01-29,10,Production Order,
2785,ALB-758,11,2023-02-09,2023-01-30,10,Production Order,
2786,ALB-758,12,2023-02-13,2023-02-03,10,Production Order,
2787,ALB-758,12,2023-02-16,2023-02-06,10,Production Order,
2788,ALB-758,12,2023-02-18,2023-02-08,10,Production Order,
2789,ALB-758,15,2023-02-21,2023-02-11,10,Production Order,
2790,ALB-758,12,2023-02-22,2023-02-12,10,Production Order,
2791,ALB-758,12,2023-02-24,2023-02-14,10,Production Order,
2792,ALB-758,12,2023-02-25,2023-02-15,10,Production Order,
2793,ALB-758,34,2023-02-26,2023-02-16,10,Production Order,
2794,ALB-758,13,2023-02-27,2023-02-17,10,Production Order,
2795,ALB-758,15,2023-03-02,2023-02-20,10,Production Order,
2796,ALB-758,12,2023-03-07,2023-02-25,10,Production Order,
2797,ALB-758,12,2023-03-14,2023-03-04,10,Production Order,
2798,ALB-758,12,2023-03-16,2023-03-06,10,Production Order,
2799,ALB-758,25,2023-03-18,2023-03-08,10,Production Order,
2800,ALB-758,13,2023-03-19,2023-03-09,10,Production Order,
2801,ALB-758,12,2023-03-22,2023-03-12,10,Production Order,
2802,ALB-758,12,2023-03-26,2023-03-16,10,Production Order,
2803,ALB-758,13,2023-03-29,2023-03-19,10,Production Order,
2804,ALB-758,13,2023-03-30,2023-03-20,10,Production Order,
2805,ALB-758,12,2023-03-31,2023-03-21,10,Production Order,
2806,ALB-758,12,2023-04-01,2023-03-22,10,Production Order,
2807,ALB-758,12,2023-04-09,2023-03-30,10,Production Order,
2808,ALB-758,30,2023-04-10,2023-03-31,10,Production Order,
2809,ALB-758,13,2023-04-12,2023-04-02,10,Production Order,
2810,ALB-758,25,2023-04-15,2023-04-05,10,Production Order,
2811,ALB-758,29,2023-04-17,2023-04-07,10,Production Order,
2812,ALB-758,12,2023-04-18,2023-04-08,10,Production Order,
2813,CPK-143,76,2022-12-23,2022-12-20,3,Production Order,urgent
2814,CPK-143,8,2022-12-26,2022-12-23,3,Production Order,urgent
2815,CPK-143,52,2022-12-29,2022-12-26,3,Production Order,urgent
2816,CPK-143,48,2022-12-31,2022-12-28,3,Production Order,urgent
2817,CPK-143,48,2023-01-14,2023-01-11,3,Production Order,
2818,CPK-143,56,2023-01-15,2023-01-12,3,Production Order,
2819,CPK-143,44,2023-01-16,2023-01-13,3,Production Order,
2820,CPK-143,56,2023-01-20,2023-01-17,3,Production Order,
2821,CPK-143,52,2023-01-21,2023-01-18,3,Production Order,
2822,CPK-143,56,2023-01-25,2023-01-22,3,Production Order,
2823,CPK-143,40,2023-01-26,2023-01-23,3,Production Order,
2824,CPK-143,56,2023-01-30,2023-01-27,3,Production Order,
2825,CPK-143,52,2023-02-08,2023-02-05,3,Production Order,
2826,CPK-143,48,2023-02-18,2023-02-15,3,Production Order,
2827,CPK-143,60,2023-02-19,2023-02-16,3,Production Order,
2828,CPK-143,32,2023-02-21,2023-02-18,3,Production Order,
2829,CPK-143,44,2023-02-23,2023-02-20,3,Production Order,
2830,CPK-143,76,2023-02-26,2023-02-23,3,Production Order,
2831,CPK-143,60,2023-03-02,2023-02-27,3,Production Order,
2832,CPK-143,56,2023-03-05,2023-03-02,3,Production Order,
2833,CPK-143,52,2023-03-10,2023-03-07,3,Production Order,
2834,CPK-143,32,2023-03-13,2023-03-10,3,Production Order,
2835,CPK-143,36,2023-03-21,2023-03-18,3,Production Order,
2836,CPK-143,56,2023-03-25,2023-03-22,3,Production Order,
2837,CPK-143,104,2023-03-30,2023-03-27,3,Production Order,
2838,CPK-143,64,2023-04-10,2023-04-07,3,Production Order,
2839,CPK-143,64,2023-04-20,2023-04-17,3,Production Order,
2840,CPK-143,64,2023-04-23,2023-04-20,3,Production Order,
2841,CPK-240,52,2022-12-23,2022-12-20,3,Production Order,urgent
2842,CPK-240,80,2022-12-24,2022-12-21,3,Production Order,urgent
2843,CPK-240,60,2022-12-25,2022-12-22,3,Production Order,urgent
2844,CPK-240,56,2022-12-26,2022-12-23,3,Production Order,urgent
2845,CPK-240,48,2022-12-27,2022-12-24,3,Production Order,urgent
2846,CPK-240,88,2022-12-29,2022-12-26,3,Production Order,urgent
2847,CPK-240,52,2022-12-30,2022-12-27,3,Production Order,urgent
2848,CPK-240,112,2022-12-31,2022-12-28,3,Production Order,urgent
2849,CPK-240,160,2023-01-02,2022-12-30,3,Production Order,urgent
2850,CPK-240,48,2023-01-04,2023-01-01,3,Production Order,urgent
2851,CPK-240,52,2023-01-05,2023-01-02,3,Production Order,
2852,CPK-240,48,2023-01-06,2023-01-03,3,Production Order,
2853,CPK-240,52,2023-01-07,2023-01-04,3,Production Order,
2854,CPK-240,96,2023-01-14,2023-01-11,3,Production Order,
2855,CPK-240,104,2023-01-15,2023-01-12,3,Production Order,
2856,CPK-240,44,2023-01-16,2023-01-13,3,Production Order,
2857,CPK-240,108,2023-01-18,2023-01-15,3,Production Order,
2858,CPK-240,104,2023-01-19,2023-01-16,3,Production Order,
2859,CPK-240,56,2023-01-20,2023-01-17,3,Production Order,
2860,CPK-240,152,2023-01-21,2023-01-18,3,Production Order,
2861,CPK-240,48,2023-01-23,2023-01-20,3,Production Order,
2862,CPK-240,56,2023-01-25,2023-01-22,3,Production Order,
2863,CPK-240,40,2023-01-26,2023-01-23,3,Production Order,
2864,CPK-240,48,2023-01-27,2023-01-24,3,Production Order,
2865,CPK-240,52,2023-01-28,2023-01-25,3,Production Order,
2866,CPK-240,96,2023-01-30,2023-01-27,3,Production Order,
2867,CPK-240,52,2023-01-31,2023-01-28,3,Production Order,
2868,CPK-240,52,2023-02-03,2023-01-31,3,Production Order,
2869,CPK-240,48,2023-02-04,2023-02-01,3,Production Order,
2870,CPK-240,64,2023-02-06,2023-02-03,3,Production Order,
2871,CPK-240,48,2023-02-07,2023-02-04,3,Production Order,
2872,CPK-240,56,2023-02-08,2023-02-05,3,Production Order,
2873,CPK-240,48,2023-02-13,2023-02-10,3,Production Order,
2874,CPK-240,92,2023-02-14,2023-02-11,3,Production Order,
2875,CPK-240,48,2023-02-17,2023-02-14,3,Production Order,
2876,CPK-240,96,2023-02-18,2023-02-15,3,Production Order,
2877,CPK-240,60,2023-02-19,2023-02-16,3,Production Order,
2878,CPK-240,196,2023-02-21,2023-02-18,3,Production Order,
2879,CPK-240,104,2023-02-23,2023-02-20,3,Production Order,
2880,CPK-240,184,2023-02-26,2023-02-23,3,Production Order,
2881,CPK-240,56,2023-02-27,2023-02-24,3,Production Order,
2882,CPK-240,52,2023-03-01,2023-02-26,3,Production Order,
2883,CPK-240,64,2023-03-02,2023-02-27,3,Production Order,
2884,CPK-240,104,2023-03-05,2023-03-02,3,Production Order,
2885,CPK-240,52,2023-03-07,2023-03-04,3,Production Order,
2886,CPK-240,52,2023-03-10,2023-03-07,3,Production Order,
2887,CPK-240,32,2023-03-13,2023-03-10,3,Production Order,
2888,CPK-240,44,2023-03-14,2023-03-11,3,Production Order,
2889,CPK-240,52,2023-03-16,2023-03-13,3,Production Order,
2890,CPK-240,52,2023-03-19,2023-03-16,3,Production Order,
2891,CPK-240,152,2023-03-21,2023-03-18,3,Production Order,
2892,CPK-240,56,2023-03-25,2023-03-22,3,Production Order,
2893,CPK-240,48,2023-03-26,2023-03-23,3,Production Order,
2894,CPK-240,56,2023-03-29,2023-03-26,3,Production Order,
2895,CPK-240,104,2023-03-30,2023-03-27,3,Production Order,
2896,CPK-240,48,2023-03-31,2023-03-28,3,Production Order,
2897,CPK-240,100,2023-04-01,2023-03-29,3,Production Order,
2898,CPK-240,44,2023-04-03,2023-03-31,3,Production Order,
2899,CPK-240,40,2023-04-08,2023-04-05,3,Production Order,
2900,CPK-240,120,2023-04-10,2023-04-07,3,Production Order,
2901,CPK-240,116,2023-04-17,2023-04-14,3,Production Order,
2902,CPK-240,40,2023-04-18,2023-04-15,3,Production Order,
2903,CPK-240,68,2023-04-20,2023-04-17,3,Production Order,
2904,CPK-240,44,2023-04-22,2023-04-19,3,Production Order,
2905,CPK-240,116,2023-04-23,2023-04-20,3,Production Order,
2906,CPE-175,24,2022-12-29,2022-12-26,3,Production Order,urgent
2907,CPE-175,40,2023-01-06,2023-01-03,3,Production Order,
2908,CPE-175,16,2023-01-10,2023-01-07,3,Production Order,
2909,CPE-175,40,2023-02-05,2023-02-02,3,Production Order,
2910,CPE-175,52,2023-03-06,2023-03-03,3,Production Order,
2911,CPE-175,48,2023-03-22,2023-03-19,3,Production Order,
2912,CPE-175,52,2023-03-26,2023-03-23,3,Production Order,
2913,CPE-175,104,2023-04-19,2023-04-16,3,Production Order,
2914,CPE-175,48,2023-04-22,2023-04-19,3,Production Order,
2915,CGS-001,300,2022-12-27,2022-11-27,30,Production Order,urgent
2916,CGS-001,100,2023-01-01,2022-12-02,30,Production Order,urgent
2917,CPK-470,44,2022-12-26,2022-12-23,3,Production Order,urgent
2918,CPK-470,48,2022-12-27,2022-12-24,3,Production Order,urgent
2919,CPK-470,160,2022-12-29,2022-12-26,3,Production Order,urgent
2920,CPK-470,52,2022-12-30,2022-12-27,3,Production Order,urgent
2921,CPK-470,52,2022-12-31,2022-12-28,3,Production Order,urgent
2922,CPK-470,36,2023-01-06,2023-01-03,3,Production Order,
2923,CPK-470,52,2023-01-09,2023-01-06,3,Production Order,
2924,CPK-470,20,2023-01-10,2023-01-07,3,Production Order,
2925,CPK-470,84,2023-01-17,2023-01-14,3,Production Order,
2926,CPK-470,64,2023-01-19,2023-01-16,3,Production Order,
2927,CPK-470,52,2023-01-21,2023-01-18,3,Production Order,
2928,CPK-470,44,2023-01-31,2023-01-28,3,Production Order,
2929,CPK-470,176,2023-02-05,2023-02-02,3,Production Order,
2930,CPK-470,44,2023-02-13,2023-02-10,3,Production Order,
2931,CPK-470,56,2023-02-19,2023-02-16,3,Production Order,
2932,CPK-470,48,2023-02-28,2023-02-25,3,Production Order,
2933,CPK-470,52,2023-03-01,2023-02-26,3,Production Order,
2934,CPK-470,52,2023-03-06,2023-03-03,3,Production Order,
2935,CPK-470,76,2023-03-22,2023-03-19,3,Production Order,
2936,CPK-470,44,2023-03-24,2023-03-21,3,Production Order,
2937,CPK-470,52,2023-03-26,2023-03-23,3,Production Order,
2938,CPK-470,52,2023-03-28,2023-03-25,3,Production Order,
2939,CPK-470,52,2023-04-01,2023-03-29,3,Production Order,
2940,CPK-470,48,2023-04-13,2023-04-10,3,Production Order,
2941,CPK-470,52,2023-04-16,2023-04-13,3,Production Order,
2942,CPK-470,104,2023-04-19,2023-04-16,3,Production Order,
2943,CPK-470,52,2023-04-22,2023-04-19,3,Production Order,
2944,AXL-150,61,2022-12-25,2022-11-25,30,Production Order,urgent
2945,AXL-150,182,2022-12-26,2022-11-26,30,Production Order,urgent
2946,AXL-150,50,2022-12-27,2022-11-27,30,Production Order,urgent
2947,AXL-150,50,2022-12-28,2022-11-28,30,Production Order,urgent
2948,AXL-150,195,2022-12-29,2022-11-29,30,Production Order,urgent
2949,AXL-150,50,2022-12-30,2022-11-30,30,Production Order,urgent
2950,AXL-150,585,2022-12-31,2022-12-01,30,Production Order,urgent
2951,AXL-150,63,2023-01-04,2022-12-05,30,Production Order,urgent
2952,AXL-150,200,2023-01-05,2022-12-06,30,Production Order,urgent
2953,AXL-150,100,2023-01-06,2022-12-07,30,Production Order,urgent
2954,AXL-150,100,2023-01-07,2022-12-08,30,Production Order,urgent
2955,AXL-150,10,2023-01-09,2022-12-10,30,Production Order,urgent
2956,AXL-150,51,2023-01-13,2022-12-14,30,Production Order,urgent
2957,AXL-150,152,2023-01-14,2022-12-15,30,Production Order,urgent
2958,AXL-150,50,2023-01-18,2022-12-19,30,Production Order,urgent
2959,AXL-150,50,2023-01-19,2022-12-20,30,Production Order,urgent
2960,AXL-150,157,2023-01-21,2022-12-22,30,Production Order,urgent
2961,AXL-150,100,2023-01-23,2022-12-24,30,Production Order,urgent
2962,AXL-150,106,2023-01-24,2022-12-25,30,Production Order,urgent
2963,AXL-150,50,2023-01-27,2022-12-28,30,Production Order,urgent
2964,AXL-150,110,2023-01-28,2022-12-29,30,Production Order,urgent
2965,AXL-150,53,2023-01-29,2022-12-30,30,Production Order,urgent
2966,AXL-150,50,2023-01-31,2023-01-01,30,Production Order,urgent
2967,AXL-150,36,2023-02-02,2023-01-03,30,Production Order,
2968,AXL-150,55,2023-02-03,2023-01-04,30,Production Order,
2969,AXL-150,50,2023-02-04,2023-01-05,30,Production Order,
2970,AXL-150,50,2023-02-05,2023-01-06,30,Production Order,
2971,AXL-150,50,2023-02-07,2023-01-08,30,Production Order,
2972,AXL-150,44,2023-02-09,2023-01-10,30,Production Order,
2973,AXL-150,57,2023-02-11,2023-01-12,30,Production Order,
2974,AXL-150,50,2023-02-13,2023-01-14,30,Production Order,
2975,AXL-150,50,2023-02-15,2023-01-16,30,Production Order,
2976,AXL-150,50,2023-02-16,2023-01-17,30,Production Order,
2977,AXL-150,10,2023-02-18,2023-01-19,30,Production Order,
2978,AXL-150,10,2023-02-21,2023-01-22,30,Production Order,
2979,AXL-150,148,2023-02-22,2023-01-23,30,Production Order,
2980,AXL-150,100,2023-02-23,2023-01-24,30,Production Order,
2981,AXL-150,166,2023-02-24,2023-01-25,30,Production Order,
2982,AXL-150,100,2023-02-25,2023-01-26,30,Production Order,
2983,AXL-150,136,2023-02-26,2023-01-27,30,Production Order,
2984,AXL-150,55,2023-02-27,2023-01-28,30,Production Order,
2985,AXL-150,197,2023-03-02,2023-01-31,30,Production Order,
2986,AXL-150,50,2023-03-03,2023-02-01,30,Production Order,
2987,AXL-150,50,2023-03-04,2023-02-02,30,Production Order,
2988,AXL-150,100,2023-03-07,2023-02-05,30,Production Order,
2989,AXL-150,163,2023-03-09,2023-02-07,30,Production Order,
2990,AXL-150,100,2023-03-10,2023-02-08,30,Production Order,
2991,AXL-150,50,2023-03-12,2023-02-10,30,Production Order,
2992,AXL-150,50,2023-03-13,2023-02-11,30,Production Order,
2993,AXL-150,50,2023-03-14,2023-02-12,30,Production Order,
2994,AXL-150,50,2023-03-16,2023-02-14,30,Production Order,
2995,AXL-150,50,2023-03-17,2023-02-15,30,Production Order,
2996,AXL-150,100,2023-03-18,2023-02-16,30,Production Order,
2997,AXL-150,105,2023-03-19,2023-02-17,30,Production Order,
2998,AXL-150,50,2023-03-20,2023-02-18,30,Production Order,
2999,AXL-150,100,2023-03-22,2023-02-20,30,Production Order,
3000,AXL-150,50,2023-03-26,2023-02-24,30,Production Order,
3001,AXL-150,50,2023-03-27,2023-02-25,30,Production Order,
3002,AXL-150,100,2023-03-28,2023-02-26,30,Production Order,
3003,AXL-150,54,2023-03-29,2023-02-27,30,Production Order,
3004,AXL-150,55,2023-03-30,2023-02-28,30,Production Order,
3005,AXL-150,50,2023-03-31,2023-03-01,30,Production Order,
3006,AXL-150,50,2023-04-01,2023-03-02,30,Production Order,
3007,AXL-150,50,2023-04-04,2023-03-05,30,Production Order,
3008,AXL-150,50,2023-04-05,2023-03-06,30,Production Order,
3009,AXL-150,162,2023-04-06,2023-03-07,30,Production Order,
3010,AXL-150,64,2023-04-07,2023-03-08,30,Production Order,
3011,AXL-150,50,2023-04-08,2023-03-09,30,Production Order,
3012,AXL-150,50,2023-04-09,2023-03-10,30,Production Order,
3013,AXL-150,223,2023-04-10,2023-03-11,30,Production Order,
3014,AXL-150,130,2023-04-11,2023-03-12,30,Production Order,
3015,AXL-150,152,2023-04-12,2023-03-13,30,Production Order,
3016,AXL-150,50,2023-04-13,2023-03-14,30,Production Order,
3017,AXL-150,153,2023-04-15,2023-03-16,30,Production Order,
3018,AXL-150,116,2023-04-17,2023-03-18,30,Production Order,
3019,AXL-150,101,2023-04-18,2023-03-19,30,Production Order,
3020,AXL-150,50,2023-04-19,2023-03-20,30,Production Order,
3021,AXL-150,50,2023-04-20,2023-03-21,30,Production Order,
3022,AXL-150,57,2023-04-21,2023-03-22,30,Production Order,
3023,AXL-150,59,2023-04-23,2023-03-24,30,Production Order,
3024,CPC-120,132,2022-12-29,2022-12-08,21,Production Order,urgent
3025,CPC-120,480,2022-12-31,2022-12-10,21,Production Order,urgent
3026,CPC-120,100,2023-01-04,2022-12-14,21,Production Order,urgent
3027,CPC-120,100,2023-01-05,2022-12-15,21,Production Order,urgent
3028,CPC-120,52,2023-01-06,2022-12-16,21,Production Order,urgent
3029,CPC-120,48,2023-01-07,2022-12-17,21,Production Order,urgent
3030,CPC-120,20,2023-01-09,2022-12-19,21,Production Order,urgent
3031,CPC-120,44,2023-01-13,2022-12-23,21,Production Order,urgent
3032,CPC-120,100,2023-01-14,2022-12-24,21,Production Order,urgent
3033,CPC-120,52,2023-01-19,2022-12-29,21,Production Order,urgent
3034,CPC-120,52,2023-01-21,2022-12-31,21,Production Order,urgent
3035,CPC-120,52,2023-01-23,2023-01-02,21,Production Order,
3036,CPC-120,56,2023-01-24,2023-01-03,21,Production Order,
3037,CPC-120,60,2023-01-28,2023-01-07,21,Production Order,
3038,CPC-120,52,2023-01-29,2023-01-08,21,Production Order,
3039,CPC-120,56,2023-02-03,2023-01-13,21,Production Order,
3040,CPC-120,52,2023-02-05,2023-01-15,21,Production Order,
3041,CPC-120,56,2023-02-11,2023-01-21,21,Production Order,
3042,CPC-120,48,2023-02-15,2023-01-25,21,Production Order,
3043,CPC-120,100,2023-02-22,2023-02-01,21,Production Order,
3044,CPC-120,100,2023-02-23,2023-02-02,21,Production Order,
3045,CPC-120,116,2023-02-24,2023-02-03,21,Production Order,
3046,CPC-120,52,2023-02-25,2023-02-04,21,Production Order,
3047,CPC-120,132,2023-03-02,2023-02-09,21,Production Order,
3048,CPC-120,52,2023-03-03,2023-02-10,21,Production Order,
3049,CPC-120,48,2023-03-04,2023-02-11,21,Production Order,
3050,CPC-120,52,2023-03-07,2023-02-14,21,Production Order,
3051,CPC-120,164,2023-03-09,2023-02-16,21,Production Order,
3052,CPC-120,100,2023-03-10,2023-02-17,21,Production Order,
3053,CPC-120,48,2023-03-12,2023-02-19,21,Production Order,
3054,CPC-120,52,2023-03-13,2023-02-20,21,Production Order,
3055,CPC-120,48,2023-03-17,2023-02-24,21,Production Order,
3056,CPC-120,52,2023-03-19,2023-02-26,21,Production Order,
3057,CPC-120,48,2023-03-20,2023-02-27,21,Production Order,
3058,CPC-120,52,2023-03-22,2023-03-01,21,Production Order,
3059,CPC-120,48,2023-03-27,2023-03-06,21,Production Order,
